Time_PC,Temperature,Humidity,Pressure,Altitude,Rain
2025-03-24 23:36:07,25.50,63.46,85.06,16664.43,1
2025-03-24 23:37:07,25.49,63.44,85.06,16664.42,1
2025-03-24 23:38:07,25.49,63.50,85.06,16664.48,1
2025-03-24 23:39:08,25.50,63.62,85.06,16664.33,1
2025-03-24 23:40:08,25.51,63.48,85.06,16664.26,1
2025-03-24 23:41:08,25.49,63.62,85.06,16664.20,1
2025-03-24 23:42:08,25.50,63.62,85.07,16663.89,1
2025-03-24 23:43:08,25.45,63.60,85.07,16663.75,1
2025-03-24 23:44:08,25.45,63.74,85.07,16663.89,1
2025-03-24 23:45:08,25.45,63.79,85.07,16663.80,1
2025-03-24 23:46:08,25.46,63.72,85.07,16663.73,1
2025-03-24 23:47:08,25.45,63.72,85.07,16663.90,1
2025-03-24 23:48:08,25.45,63.50,85.07,16663.80,1
2025-03-24 23:49:08,25.36,63.64,85.06,16664.00,1
2025-03-24 23:50:09,25.23,64.07,85.06,16664.06,1
2025-03-24 23:51:09,24.98,64.51,85.07,16663.80,1
2025-03-24 23:52:09,24.95,64.89,85.07,16663.65,1
2025-03-24 23:53:09,24.95,64.61,85.07,16663.51,1
2025-03-24 23:54:09,24.99,64.73,85.07,16663.36,1
2025-03-24 23:55:09,25.03,64.57,85.07,16663.79,1
2025-03-24 23:56:09,25.05,64.66,85.07,16663.57,1
2025-03-24 23:57:09,24.98,64.76,85.07,16663.54,1
2025-03-24 23:58:09,24.93,64.74,85.07,16663.91,1
2025-03-24 23:59:09,24.78,65.37,85.07,16663.96,1
2025-03-25 00:00:15,22.63,78.38,85.15,16658.97,1
2025-03-25 00:01:15,22.58,78.37,85.14,16659.07,1
2025-03-25 00:02:15,22.72,78.02,85.14,16659.10,1
2025-03-25 00:03:15,22.79,77.71,85.14,16659.27,1
2025-03-25 00:04:15,22.92,77.41,85.14,16659.12,1
2025-03-25 00:05:15,23.01,76.98,85.14,16659.30,1
2025-03-25 00:06:15,23.06,76.77,85.15,16658.99,1
2025-03-25 00:07:15,23.06,76.65,85.14,16659.22,1
2025-03-25 00:08:16,22.84,77.15,85.14,16659.48,1
2025-03-25 00:09:16,22.88,77.41,85.14,16659.35,1
2025-03-25 00:10:16,22.92,77.19,85.14,16659.45,1
2025-03-25 00:11:16,22.80,77.38,85.14,16659.26,1
2025-03-25 00:12:16,22.85,77.37,85.14,16659.04,1
2025-03-25 00:13:16,22.79,77.44,85.14,16659.42,1
2025-03-25 00:14:16,22.85,77.11,85.14,16659.13,1
2025-03-25 00:15:16,22.84,77.30,85.14,16659.34,1
2025-03-25 00:16:16,22.81,77.17,85.14,16659.38,1
2025-03-25 00:17:16,22.94,76.93,85.14,16659.34,1
2025-03-25 00:18:16,22.91,76.98,85.14,16659.49,1
2025-03-25 00:19:17,22.91,76.61,85.14,16659.57,1
2025-03-25 00:20:17,22.92,77.08,85.14,16659.63,1
2025-03-25 00:21:17,22.90,77.13,85.13,16659.79,1
2025-03-25 00:22:17,22.81,77.23,85.13,16659.95,1
2025-03-25 00:23:17,22.75,77.73,85.13,16660.24,1
2025-03-25 00:24:17,22.85,77.36,85.12,16660.32,1
2025-03-25 00:25:17,22.94,76.65,85.13,16660.09,1
2025-03-25 00:26:17,22.88,76.98,85.12,16660.35,1
2025-03-25 00:27:17,22.83,77.01,85.13,16660.20,1
2025-03-25 00:28:17,22.90,77.19,85.13,16660.08,1
2025-03-25 00:29:17,22.63,77.41,85.13,16660.15,1
2025-03-25 00:30:18,22.60,77.40,85.13,16660.07,1
2025-03-25 00:31:18,22.63,77.91,85.13,16660.02,1
2025-03-25 00:32:18,22.72,77.34,85.13,16660.23,1
2025-03-25 00:33:18,22.58,77.96,85.13,16660.21,1
2025-03-25 00:34:18,22.71,77.57,85.13,16660.20,1
2025-03-25 00:35:18,22.71,77.64,85.12,16660.29,1
2025-03-25 00:36:18,22.75,77.65,85.12,16660.32,1
2025-03-25 00:37:18,22.85,77.29,85.13,16660.16,1
2025-03-25 00:38:18,22.88,77.27,85.12,16660.59,1
2025-03-25 00:39:18,22.83,77.49,85.13,16660.25,1
2025-03-25 00:40:18,22.77,77.47,85.12,16660.31,1
2025-03-25 00:41:18,22.80,77.42,85.12,16660.33,1
2025-03-25 00:42:19,22.85,77.29,85.13,16660.24,1
2025-03-25 00:43:19,22.77,77.49,85.13,16660.21,1
2025-03-25 00:44:19,22.83,77.30,85.12,16660.54,1
2025-03-25 00:45:19,22.81,77.44,85.12,16660.85,1
2025-03-25 00:46:19,22.88,77.22,85.11,16660.90,1
2025-03-25 00:47:19,22.95,77.15,85.11,16661.06,1
2025-03-25 00:48:19,23.20,77.04,85.12,16660.85,1
2025-03-25 00:49:19,23.24,76.95,85.11,16661.05,1
2025-03-25 00:50:19,23.18,76.98,85.11,16661.09,1
2025-03-25 00:51:19,23.14,76.96,85.11,16660.89,1
2025-03-25 00:52:19,23.14,76.79,85.11,16661.36,1
2025-03-25 00:53:20,23.13,76.69,85.11,16661.40,1
2025-03-25 00:54:20,23.06,77.31,85.10,16661.55,1
2025-03-25 00:55:20,23.09,77.13,85.10,16661.70,1
2025-03-25 00:56:20,23.10,76.98,85.10,16661.51,1
2025-03-25 00:57:20,23.09,77.00,85.10,16661.78,1
2025-03-25 00:58:20,23.02,77.08,85.09,16662.19,1
2025-03-25 00:59:20,22.84,77.75,85.10,16661.82,1
2025-03-25 01:00:20,22.91,77.51,85.09,16662.16,1
2025-03-25 01:01:20,22.92,77.40,85.09,16662.31,1
2025-03-25 01:02:20,22.96,77.32,85.09,16662.62,1
2025-03-25 01:03:20,23.01,77.25,85.09,16662.60,1
2025-03-25 01:04:21,23.02,77.25,85.08,16662.76,1
2025-03-25 01:05:21,23.03,77.19,85.08,16662.74,1
2025-03-25 01:06:21,23.06,77.16,85.08,16662.92,1
2025-03-25 01:07:21,23.07,76.96,85.08,16662.83,1
2025-03-25 01:08:21,23.07,77.17,85.08,16662.92,1
2025-03-25 01:09:21,23.09,77.10,85.08,16663.12,1
2025-03-25 01:10:21,23.09,77.20,85.08,16663.18,1
2025-03-25 01:11:21,23.10,77.13,85.07,16663.38,1
2025-03-25 01:12:21,23.07,77.21,85.08,16663.22,1
2025-03-25 01:13:21,23.10,77.24,85.07,16663.50,1
2025-03-25 01:14:21,23.07,77.41,85.07,16663.50,1
2025-03-25 01:15:21,23.09,77.27,85.07,16663.67,1
2025-03-25 01:16:22,23.10,77.11,85.07,16663.74,1
2025-03-25 01:17:22,23.10,77.10,85.06,16664.01,1
2025-03-25 01:18:22,23.06,77.46,85.06,16664.04,1
2025-03-25 01:19:22,23.06,77.34,85.06,16664.27,1
2025-03-25 01:20:22,23.06,77.34,85.06,16664.24,1
2025-03-25 01:21:22,23.06,77.37,85.06,16664.46,1
2025-03-25 01:22:22,23.05,77.37,85.06,16664.12,1
2025-03-25 01:23:22,23.03,77.43,85.06,16664.32,1
2025-03-25 01:24:22,23.03,77.34,85.06,16664.53,1
2025-03-25 01:25:22,22.99,76.88,85.05,16664.65,1
2025-03-25 01:26:22,22.99,77.36,85.05,16664.66,1
2025-03-25 01:27:23,22.92,76.95,85.05,16664.88,1
2025-03-25 01:28:23,22.91,77.37,85.05,16664.90,1
2025-03-25 01:29:23,22.90,77.57,85.05,16664.84,1
2025-03-25 01:30:23,22.85,77.57,85.05,16665.04,1
2025-03-25 01:31:23,22.88,77.52,85.05,16664.97,1
2025-03-25 01:32:23,22.88,77.59,85.05,16665.12,1
2025-03-25 01:33:23,22.90,77.72,85.05,16664.67,1
2025-03-25 01:34:23,22.91,77.57,85.05,16664.96,1
2025-03-25 01:35:23,22.91,77.60,85.05,16664.84,1
2025-03-25 01:36:23,22.91,77.67,85.04,16665.32,1
2025-03-25 01:37:23,22.90,77.59,85.05,16664.90,1
2025-03-25 01:38:24,22.90,77.70,85.05,16665.06,1
2025-03-25 01:39:24,22.87,77.72,85.05,16665.16,1
2025-03-25 01:40:24,22.85,77.75,85.05,16665.17,1
2025-03-25 01:41:24,22.87,77.73,85.04,16665.46,1
2025-03-25 01:42:24,22.87,77.81,85.04,16665.38,1
2025-03-25 01:43:24,22.85,77.67,85.04,16665.39,1
2025-03-25 01:44:24,22.85,77.65,85.04,16665.39,1
2025-03-25 01:45:24,22.85,77.67,85.04,16665.29,1
2025-03-25 01:46:24,22.88,77.73,85.04,16665.32,1
2025-03-25 01:47:24,22.87,77.76,85.05,16665.20,1
2025-03-25 01:48:24,22.87,77.85,85.04,16665.46,1
2025-03-25 01:49:24,22.85,77.94,85.04,16665.37,1
2025-03-25 01:50:25,22.85,77.88,85.04,16665.54,1
2025-03-25 01:51:25,22.85,77.96,85.04,16665.49,1
2025-03-25 01:52:25,22.85,77.85,85.04,16665.65,1
2025-03-25 01:53:25,22.85,77.93,85.04,16665.74,1
2025-03-25 01:54:25,22.83,77.85,85.04,16665.67,1
2025-03-25 01:55:25,22.83,77.92,85.04,16665.54,1
2025-03-25 01:56:25,22.84,77.81,85.03,16665.83,1
2025-03-25 01:57:25,22.81,77.83,85.04,16665.73,1
2025-03-25 01:58:25,22.81,77.71,85.04,16665.67,1
2025-03-25 01:59:25,22.80,77.92,85.04,16665.54,1
2025-03-25 02:00:25,22.77,78.04,85.04,16665.82,1
2025-03-25 02:01:26,22.68,77.94,85.04,16665.60,1
2025-03-25 02:02:26,22.68,78.19,85.04,16665.82,1
2025-03-25 02:03:26,22.71,78.08,85.04,16665.78,1
2025-03-25 02:04:26,22.67,77.34,85.04,16665.75,1
2025-03-25 02:05:26,22.63,77.95,85.04,16665.77,1
2025-03-25 02:06:26,22.57,78.17,85.03,16665.96,1
2025-03-25 02:07:26,22.61,78.33,85.03,16665.90,1
2025-03-25 02:08:26,22.63,78.12,85.03,16666.03,1
2025-03-25 02:09:26,22.63,78.30,85.03,16666.10,1
2025-03-25 02:10:26,22.65,78.12,85.03,16665.97,1
2025-03-25 02:11:26,22.63,78.28,85.03,16665.92,1
2025-03-25 02:12:27,22.65,78.10,85.03,16666.04,1
2025-03-25 02:13:27,22.57,78.22,85.04,16665.81,1
2025-03-25 02:14:27,22.56,78.39,85.04,16665.81,1
2025-03-25 02:15:27,22.56,77.78,85.03,16665.83,1
2025-03-25 02:16:27,22.60,78.30,85.04,16665.68,1
2025-03-25 02:17:27,22.54,77.38,85.04,16665.60,1
2025-03-25 02:18:27,22.53,78.36,85.04,16665.73,1
2025-03-25 02:19:27,22.52,78.37,85.03,16665.90,1
2025-03-25 02:20:27,22.39,78.74,85.04,16665.65,1
2025-03-25 02:21:27,22.45,78.77,85.04,16665.76,1
2025-03-25 02:22:27,22.49,78.64,85.04,16665.82,1
2025-03-25 02:23:27,22.49,78.66,85.04,16665.76,1
2025-03-25 02:24:28,22.52,78.19,85.04,16665.74,1
2025-03-25 02:25:28,22.49,78.31,85.04,16665.70,1
2025-03-25 02:26:28,22.46,78.29,85.03,16665.95,1
2025-03-25 02:27:28,22.53,78.70,85.04,16665.73,1
2025-03-25 02:28:28,22.53,78.45,85.03,16665.97,1
2025-03-25 02:29:28,22.48,78.60,85.04,16665.64,1
2025-03-25 02:30:28,22.52,78.68,85.04,16665.62,1
2025-03-25 02:31:28,22.48,77.95,85.04,16665.70,1
2025-03-25 02:32:28,22.31,77.96,85.04,16665.48,1
2025-03-25 02:33:28,22.35,78.99,85.04,16665.72,1
2025-03-25 02:34:28,22.45,78.73,85.04,16665.82,1
2025-03-25 02:35:29,22.49,78.74,85.04,16665.70,1
2025-03-25 02:36:29,22.49,77.94,85.03,16665.87,1
2025-03-25 02:37:29,22.49,78.17,85.04,16665.77,1
2025-03-25 02:38:29,22.48,78.61,85.03,16666.00,1
2025-03-25 02:39:29,22.48,78.56,85.04,16665.76,1
2025-03-25 02:40:29,22.43,78.15,85.04,16665.82,1
2025-03-25 02:41:29,22.38,78.52,85.03,16665.91,1
2025-03-25 02:42:29,22.42,78.36,85.04,16665.80,1
2025-03-25 02:43:29,22.41,78.10,85.03,16665.87,1
2025-03-25 02:44:29,22.37,78.84,85.03,16666.10,1
2025-03-25 02:45:29,22.33,78.47,85.03,16666.34,1
2025-03-25 02:46:29,22.28,78.54,85.03,16666.27,1
2025-03-25 02:47:30,22.33,79.11,85.03,16666.34,1
2025-03-25 02:48:30,22.33,78.74,85.03,16666.28,1
2025-03-25 02:49:30,22.33,78.95,85.02,16666.50,1
2025-03-25 02:50:30,22.35,78.98,85.02,16666.53,1
2025-03-25 02:51:30,22.38,78.96,85.03,16666.39,1
2025-03-25 02:52:30,22.33,78.86,85.03,16666.34,1
2025-03-25 02:53:30,22.24,78.33,85.03,16666.31,1
2025-03-25 02:54:30,22.27,78.56,85.03,16666.35,1
2025-03-25 02:55:30,22.30,78.94,85.02,16666.71,1
2025-03-25 02:56:30,22.24,78.58,85.02,16666.66,1
2025-03-25 02:57:30,22.23,78.71,85.02,16666.55,1
2025-03-25 02:58:31,22.01,79.00,85.02,16666.69,1
2025-03-25 02:59:31,22.00,79.75,85.02,16666.51,1
2025-03-25 03:00:31,21.90,79.34,85.02,16666.76,1
2025-03-25 03:01:31,21.83,79.51,85.02,16666.56,1
2025-03-25 03:02:31,21.82,79.55,85.02,16666.67,1
2025-03-25 03:03:31,21.85,79.63,85.02,16666.55,1
2025-03-25 03:04:31,21.76,80.16,85.03,16666.43,1
2025-03-25 03:05:31,21.85,79.91,85.02,16666.46,1
2025-03-25 03:06:31,21.96,79.91,85.02,16666.53,1
2025-03-25 03:07:31,22.08,79.45,85.02,16666.48,1
2025-03-25 03:08:31,22.13,79.29,85.03,16666.22,1
2025-03-25 03:09:32,22.20,79.00,85.03,16666.40,1
2025-03-25 03:10:32,22.22,79.03,85.03,16666.42,1
2025-03-25 03:11:32,22.26,79.13,85.03,16666.41,1
2025-03-25 03:12:32,22.23,79.09,85.02,16666.46,1
2025-03-25 03:13:32,22.26,78.91,85.03,16666.44,1
2025-03-25 03:14:32,22.27,78.89,85.03,16666.22,1
2025-03-25 03:15:32,22.26,78.77,85.03,16666.39,1
2025-03-25 03:16:32,22.26,78.62,85.03,16666.26,1
2025-03-25 03:17:32,22.27,78.92,85.03,16666.22,1
2025-03-25 03:18:32,22.27,78.70,85.03,16666.10,1
2025-03-25 03:19:32,22.26,78.83,85.02,16666.54,1
2025-03-25 03:20:32,22.26,79.00,85.03,16666.12,1
2025-03-25 03:21:33,22.17,78.91,85.03,16666.17,1
2025-03-25 03:22:33,22.16,78.49,85.03,16666.19,1
2025-03-25 03:23:33,22.16,79.29,85.03,16666.33,1
2025-03-25 03:24:33,22.15,79.16,85.03,16666.11,1
2025-03-25 03:25:33,22.15,78.89,85.03,16666.39,1
2025-03-25 03:26:33,22.15,78.74,85.03,16666.37,1
2025-03-25 03:27:33,22.04,78.92,85.03,16666.41,1
2025-03-25 03:28:33,21.87,79.73,85.02,16666.62,1
2025-03-25 03:29:33,21.85,79.52,85.03,16666.40,1
2025-03-25 03:30:33,21.93,79.58,85.03,16666.41,1
2025-03-25 03:31:33,21.93,79.21,85.03,16666.28,1
2025-03-25 03:32:34,21.92,79.24,85.03,16666.33,1
2025-03-25 03:33:34,21.89,78.91,85.03,16666.41,1
2025-03-25 03:34:34,21.92,79.74,85.02,16666.59,1
2025-03-25 03:35:34,21.97,79.23,85.02,16666.49,1
2025-03-25 03:36:34,21.85,79.67,85.03,16666.43,1
2025-03-25 03:37:34,21.85,79.88,85.03,16666.29,1
2025-03-25 03:38:34,21.55,79.87,85.03,16666.23,1
2025-03-25 03:39:34,21.57,79.90,85.03,16666.31,1
2025-03-25 03:40:34,21.63,80.16,85.03,16666.10,1
2025-03-25 03:41:34,21.64,80.69,85.03,16666.01,1
2025-03-25 03:42:34,21.63,80.37,85.03,16666.16,1
2025-03-25 03:43:35,21.71,80.12,85.03,16666.30,1
2025-03-25 03:44:35,21.66,79.94,85.03,16666.26,1
2025-03-25 03:45:35,21.75,80.06,85.03,16666.20,1
2025-03-25 03:46:35,21.74,79.32,85.03,16666.24,1
2025-03-25 03:47:35,21.60,79.76,85.03,16666.33,1
2025-03-25 03:48:35,21.63,80.08,85.03,16666.20,1
2025-03-25 03:49:35,21.67,80.09,85.03,16666.19,1
2025-03-25 03:50:35,21.57,80.18,85.03,16666.41,1
2025-03-25 03:51:35,21.67,79.89,85.02,16666.68,1
2025-03-25 03:52:35,21.75,80.07,85.02,16666.53,1
2025-03-25 03:53:35,21.79,79.81,85.02,16666.50,1
2025-03-25 03:54:35,21.81,79.13,85.03,16666.17,1
2025-03-25 03:55:36,21.72,80.00,85.03,16666.22,1
2025-03-25 03:56:36,21.78,79.76,85.03,16666.38,1
2025-03-25 03:57:36,21.89,79.63,85.02,16666.46,1
2025-03-25 03:58:36,21.93,79.43,85.02,16666.50,1
2025-03-25 03:59:36,21.96,79.37,85.03,16666.42,1
2025-03-25 04:00:36,21.98,79.28,85.02,16666.46,1
2025-03-25 04:01:36,22.05,79.15,85.02,16666.63,1
2025-03-25 04:02:36,22.04,79.09,85.02,16666.56,1
2025-03-25 04:03:36,22.02,79.09,85.03,16666.44,1
2025-03-25 04:04:36,22.05,78.82,85.03,16666.27,1
2025-03-25 04:05:36,22.04,78.91,85.02,16666.49,1
